G1,G2,G3,G4,G5,G6,Key,Rounds,Effect distance,description,page,short_description,glyph_list,glyph_count,Spell Glyphs
Mu,Maef,Hust,,,,3,12R,touch,"Enables the caster to ‘hear’ the spirits of ice. To do so the caster must put their ear to the frozen ground, snow or ice. Ice spirits can be quite active and talkative amongst themselves and the caster to may listen to these exchanges. They have little regard for living creatures and will rarely respond to questions unless the caster is very high level and deals in ice magic regularly. Simply listening the caster may gain insights about what is happening in the environment around, what the weather will bring in the next few days.",142,"Enables the caster to ‘hear’ the spirits of ice. To do so the caster must put their ear to the frozen ground, snow or ice.",Mu|Maef|Hust,3,Mu + Maef + Hust
Mu,Ghan,Lerru,,,,3,V 2,touch,Will make a volume of ice up to 1Sd on a side per level of the caster soft and malleable under the caster’s hands. They may sculpt the ice into any shape limited only by their own artistry. When the spell ends the ice will become as brittle as normal ice but will usually remain in the shape it has been sculpted into.,143,Will make a volume of ice up to 1Sd on a side per level of the caster soft and malleable under the caster’s hands. They may sculpt the ice into any shape limited only by their own artistry.,Mu|Ghan|Lerru,3,Mu + Ghan + Lerru
Mu,Ghan,Chom,,,,3 ∞,V 1,20Sd,"Acts to stop an avalanche that has already started, or secure an area of loose snow and ice to prevent it falling. If the caster is at sea it can protect their vessel from crushing icebergs or sea ice. It may also thin or weaken ice upon water so that it may be broken through.",143,"Acts to stop an avalanche that has already started, or secure an area of loose snow and ice to prevent it falling.",Mu|Ghan|Chom,3,Mu + Ghan + Chom
Mu,Ghan,Ylg,,,,3,instant,20Sd,"Causes a volume of ice up to 1 Lk on a side, to violently explode in a cloud of snow leaving a permanent hole. Anyone stood within 1Sd will take 1D6 points of damage, and will automatically be knocked off their feet. Anyone within 2Sd will a suffer a knockback attack with a strength of 50 from the force of the explosion. Most spectators will probably believe it to be terrifying and will probably run or take cover accordingly. If cast upon a manifest ice spirit it will cause that creature 3D6 HP of physical damage.",143,"Causes a volume of ice up to 1 Lk on a side, to violently explode in a cloud of snow leaving a permanent hole.",Mu|Ghan|Ylg,3,Mu + Ghan + Ylg
Mu,Nanu,Gis,Cya,,,4 ∞,12R,touch,"Causes the caster to become encased in an articulated layer of ice crystals up to 1Lk thick. The armoured layer will halve the caster’s AG but will give them 10 points of armour protection against cutting and impaling attacks and 5 points against smashing attacks. The icy encasing will work with other, non-magically active, armour. It will provide protection from fire and heat damage up to a total of 100 points. The caster will be able to see and breathe through the ice but their vision and hearing will be greatly reduced by half. Whilst the character will not have to bear the weight of the icy armour their effective weight will quadruple and checks should be made if they attempt to walk across any ground or floor that may be unable to bear the weight.",143,Causes the caster to become encased in an articulated layer of ice crystals up to 1Lk thick.,Mu|Nanu|Gis|Cya,4,Mu + Nanu + Gis + Cya
Mu,Nanu,Ghan,Lerru,,,4 ∞,V 1,touch,"Enables the caster to turn a humanoid target, and their accoutrements, to ice. The caster may use the spell on themselves if desired. The recipient will maintain roughly their normal form, but transparent and icy. Whilst in this form they will not be able to move. If they were already moving when the spell was cast, like riding a horse or falling, they will continue to do so. The recipient will be able to see and hear, but cannot cast magic. They will not feel pain if struck and will take no damage from normal water, lightning or acid whilst the spell is in effect. Fire will only cause normal fire damage. The recipient will have an effective skin armour of 15 points and a blow will need to exceed this to do any damage. NB a critical simply means the weapon does double damage, the critical tables cannot be used to ignore armour.",143,"Enables the caster to turn a humanoid target, and their accoutrements, to ice. The caster may use the spell on themselves if desired.",Mu|Nanu|Ghan|Lerru,4,Mu + Nanu + Ghan + Lerru
Mu,Nanu,Ghan,Chom,,,4,6R,touch,"Allows an individual, frozen through magical means, to be thawed out over 6 rounds without any harm befalling them. The spell has mixed results when used upon people who have been frozen naturally who may have died of cold before they became frozen, this is up to the GM. Such characters they may be brought back to life with a successful healing roll (if they were living at the time of being frozen).",144,"Allows an individual, frozen through magical means, to be thawed out over 6 rounds without any harm befalling them.",Mu|Nanu|Ghan|Chom,4,Mu + Nanu + Ghan + Chom
Mu,Nanu,Ghan,Ix,,,4,1 day,touch,"For this spell to work the recipient must be placed in a specially prepared ice cave or snow hole and interred there for at least a day. The spell will heal the recipient of any burns they have suffered. This includes burns from fire, acid and frost. As long as the spell is cast before a burn has finished healing this spell will also ensure that no scarring is left as a result. It should also be noted that the spell will restore damaged skin tissue, but not muscle cartilage or bone. Thus it may restore fingers burned or frost bitten to the bone, but not a hand. The spell will effectively restore any HP lost as a result of burning, but not other kinds of wounds. The spell will not restore scarring or damaged digits from old burns that have already healed. If an ice cave or snow hole has already been created it will take 1D6 minutes to prepare the spell, with suitable chanting and markings. The recipient is be placed within and then packed in with loose snow and ice . The recipient will feel cold, but soon a warm hypothermic sleep will overcome them. If the subject should exit or be removed before the spell has run its course then the burns will only be partly healed and the cavity will need to prepared again and the spell re-cast.",144,For this spell to work the recipient must be placed in a specially prepared ice cave or snow hole and interred there for at least a day.,Mu|Nanu|Ghan|Ix,4,Mu + Nanu + Ghan + Ix
Mu,Ovet,Ghan,Lerru,,,4 ∞,12R,touch,"Turns an animal target, and their accoutrements, to ice. The beast will maintain roughly its normal form, but transparent and icy. Whilst in this form it will not be able to move. The beast will be able to see and hear, but cannot make any sound. It will not feel pain if struck and will take no damage from normal water, lightning or acid whilst the spell is in effect. Fire will only cause normal fire damage. The beast will have an effective skin armour of 15 points and a blow will need to exceed this to do any damage. NB a critical simply means the weapon does double damage, the critical tables cannot be used to ignore armour.",144,"Turns an animal target, and their accoutrements, to ice. The beast will maintain roughly its normal form, but transparent and icy.",Mu|Ovet|Ghan|Lerru,4,Mu + Ovet + Ghan + Lerru
Mu,Teshet,Ghan,Lerru,,,4 ∞,12R,touch,"Turns an object up to 1Sd across to solid ice. The object will maintain roughly its normal form, but will appear translucent and be freezing to the touch. Whilst in this form it may be moved, but will weigh as much as an equivalent volume of solid ice. The object will float on water as ice and will take no damage from lightning or acid. If struck, the object will have an effective armour of 10 before taking damage. A critical attack will cause double damage rather than ignoring this armour. Damage made to the object in this form will remain on the object when it thaws at the end of the spell.",145,"Turns an object up to 1Sd across to solid ice. The object will maintain roughly its normal form, but will appear translucent and be freezing to the touch.",Mu|Teshet|Ghan|Lerru,4,Mu + Teshet + Ghan + Lerru
Mu,Teshet,Ghan,Chom,,,4,12R,20Sd,"Protects the target object and its contents from the effects of damage from ice, cold and frost. The object will not be warmed, but will not get any cooler whilst the spell is in effect. The spell will also protect from the physical results of attacks by ice elementals or ice spells that would otherwise cause damage. The spell will be effective on objects such as a large building or ship that would fit within the radius of the spell’s area of effect.",145,"Protects the target object and its contents from the effects of damage from ice, cold and frost. The object will not be warmed, but will not get any cooler whilst the spell is in effect.",Mu|Teshet|Ghan|Chom,4,Mu + Teshet + Ghan + Chom
Mu,Ghan,Worav,Evu,,,4,12R,self,This combination enables the caster to slowly pass through any ice they touch at a rate of 1Sd every round. The caster will suffer no ill effects from cold whilst the spell is in effect. They may cast spells whilst within the ice. If the spell runs out before they have exited the ice then they will become entombed. The entombed individual will have been magically frozen and may be thawed magically and brought back to life.,145,This combination enables the caster to slowly pass through any ice they touch at a rate of 1Sd every round. The caster will suffer no ill effects from cold whilst the spell is in effect.,Mu|Ghan|Worav|Evu,4,Mu + Ghan + Worav + Evu
Mu,Maef,Eyama,Chom,,,4,instant,20Sd,Dismisses a lesser ice spirit. If cast at a greater or high ice spirit it will cause it to stop its actions for 1R.,145,Dismisses a lesser ice spirit. If cast at a greater or high ice spirit it will cause it to stop its actions for 1R.,Mu|Maef|Eyama|Chom,4,Mu + Maef + Eyama + Chom
Mu,Maef,Gis,Cya,,,4,12R,self,"Wards an area of 20Sd radius about the caster from direct attacks by ice magic and ice spirits. The spell will give complete protection from any 4 glyph Mu spells and attacks by manifest greater ice elementals for the duration of the spell. It will protect from 5 glyph Mu spells and attacks by ice drakes for 1R before being dispelled. If the caster moves, the area protected will move with them.",145,Wards an area of 20Sd radius about the caster from direct attacks by ice magic and ice spirits.,Mu|Maef|Gis|Cya,4,Mu + Maef + Gis + Cya
Mu,Maef,Ghan,Eyama,,,4,6R,20Sd,Summons a standard ice spirit and allows it to manifest. Such an spirit will only appear as a larger chill vapour if the surrounding temperature is much above freezing. The spirit may be asked to attack a target or to cause one of the other abilities of which they are capable.,146,Summons a standard ice spirit and allows it to manifest. Such an spirit will only appear as a larger chill vapour if the surrounding temperature is much above freezing.,Mu|Maef|Ghan|Eyama,4,Mu + Maef + Ghan + Eyama
Mu,Ghan,Xama,Eyama,,,4,12R,20Sd,"Whilst the spell is active, this causes jumbles of icy spikes to randomly erupt from the ground anywhere within a 20Sd radius of the point of casting. The chances of anyone within the area being hit by such a spike is 10% on any given round. Anyone hit by a spike will suffer 1D6 damage in normal conditions or 2D6 in freezing. Opponents may dodge or parry the spikes like a weapon attack; they are brittle and may be snapped or smashed. With the exception of the caster, the spikes are indiscriminate, harming both friend and foe alike. While the spell is active the clumps of icy spikes will remain where they appear and will still cause damage to anyone else stumbling into them. Once the spell ends the spikes will begin to quickly thaw and collapse. In icy conditions the spikes may remain indefinitely..",146,"Whilst the spell is active, this causes jumbles of icy spikes to randomly erupt from the ground anywhere within a 20Sd radius of the point of casting.",Mu|Ghan|Xama|Eyama,4,Mu + Ghan + Xama + Eyama
Mu,Ghan,Gis,Eyama,,,4 ∞,V 1,20Sd,"If cast over snow or ice or snow this will produce a wall of ice, anywhere that the caster indicates within range. The wall will have a steep side facing away from the caster and a sloping side facing towards them. The wall will be 1Sd high, 2Sd thick and 2Sd long per level of the caster, and may be made higher thicker or longer with each further casting of the spell. The wall will be extremely slippery anyone attempting to climb up it may only do so at -50%. They will however take 1 VGR damage from cold for each round that they are on the wall. When the spell finishes the wall will split apart. If the spell is cast in warm conditions, a wall of freezing fog will be summoned of the same dimensions Anyone attempting to pass through the fog will take 1VGR damage for each round that they remain within it. The fog will not hinder anyone moving through it but will obscure anything behind it.",146,"If cast over snow or ice or snow this will produce a wall of ice, anywhere that the caster indicates within range.",Mu|Ghan|Gis|Eyama,4,Mu + Ghan + Gis + Eyama
Mu,Ghan,Xama,Cya,,,4,12R see,spell,"Sends a ball of frost from the caster’s hand. The icy ball will travel under its own power in a direct line at a speed of 10Sd each round until it hits the first obstruction in its path. Anything within 1Sd of its passage will be covered in a rime of frost and water will gain a thin covering of ice. When the ball hits a target it will burst in a large and freezing cloud engulfing an area up to 4Sd across. Anything caught within the cloud will be covered in a hard icy glaze and water will freeze solid. The glaze has STR/HP of 1D10+12. Any living creature covered will take 1D8+3 frost damage and will continue to take a further point of damage each round they remain trapped. Objects affected my become brittle. In warm conditions the ice will begin to melt as normal for the air temperature. In freezing conditions the missile will travel twice as fast (and as far), and the freezing effect can remain indefinitely. The accuracy of the missile is as follows: range accuracy 10Sd 60% 20Sd 50% 40Sd 40% 80Sd 30% 120Sd 20% 240Sd 10%",147,Sends a ball of frost from the caster’s hand. The icy ball will travel under its own power in a direct line at a speed of 10Sd each round until it hits the first obstruction in its path.,Mu|Ghan|Xama|Cya,4,Mu + Ghan + Xama + Cya
Mu,Nanu,Maef,Gis,Cya,,5,V2,touch,"Causes the recipient to become a sentinel, warding an area of 20Sd radius about them from direct attacks by ice magic and ice spirits. The sentinel will give complete protection from any 5 symbol MU spells and attacks by manifest ice drakes for the duration of the spell. If the sentinel is killed then the spell will cease to function. Having their body imbued with such power for such a period of time has its cost. An area of 1Sd about the sentinel will feel noticeably cooler. The skin of the sentinel will begin to turn blue and frost over. This will slowly reduce their AG and DFT(DEX) by roughly 1 point per hour over the course of the spell. Once the sentinel’s AG and DFT(DEX) are reduced to 0 they will be frozen in position like a statue. When the spell ends their AG(DEX) will start to recover at a rate of 1 point each hour. However, a D10 should be rolled for toes and a D10 for fingers. The number rolled for each will be the number of extremities affected by frostbite. The number of affected fingers will reduce DFT and the number of Toes AG, by 1 point each (or in the case of DEX the sum of the both divided by 2). A D100 should be rolled for each affected finger or toe, if 96-00 is rolled the frostbite damage and the points lost will be permanent. Otherwise these points will heal at a slower rate of 1 point a week.",147,"Causes the recipient to become a sentinel, warding an area of 20Sd radius about them from direct attacks by ice magic and ice spirits.",Mu|Nanu|Maef|Gis|Cya,5,Mu + Nanu + Maef + Gis + Cya
Mu,Teshet,Maef,Gis,Cya,,5,V2,touch,"Causes the target object to become a sentinel, warding an area of 20Sd radius about it from direct attacks by ice magic and ice spirits. The sentinel will give complete protection from any 5 symbol MU spells and attacks by manifest ice drakes for the duration of the spell. Statues or carved stones can often be found on the walls of ancient buildings or cities to be used for this purpose. The sentinel object will become frosted with ice rime.",148,"Causes the target object to become a sentinel, warding an area of 20Sd radius about it from direct attacks by ice magic and ice spirits.",Mu|Teshet|Maef|Gis|Cya,5,Mu + Teshet + Maef + Gis + Cya
Mu,Nanu,Ghan,Lerru,Evu,,5 ∞,V 1,touch,"Turns the caster and their non-magical accoutrements, into an area of ice rime, able to creep across almost any surface in any direction they choose. They may even move across ceilings and up ropes. They may move at 4Sd each round, regardless of direction. The frost patch may move across the surface of cool liquid water but may take 1D4 damage for each skinfull of warm water thrown upon it and double damage from fire. The recipient may see but cannot cast spells in this form. In this form they do not take damage when struck by a weapon and may re-form if broken up in some way (If allowed to). The frost may grow through small cracks or holes provided that they can get all of their material through before the spell ends. This may take 1D10+4 rounds to complete depending upon the size of holes the frost is creeping through. On the round that the spell ends the recipient will re-form into their normal shape.",148,"Turns the caster and their non-magical accoutrements, into an area of ice rime, able to creep across almost any surface in any direction they choose. They may even move across ceilings and up ropes.",Mu|Nanu|Ghan|Lerru|Evu,5,Mu + Nanu + Ghan + Lerru + Evu
Mu,Ghan,Xama,Eyama,Evu,,5 ∞,V 2 see,spell,"Whilst the spell is active, this causes jumbles of icy spikes to randomly erupt from the ground anywhere in a ring around the caster. Initially the ring will be in a 40Sd radius circle about of the point of casting. But the caster may push the width of the whole ring outwards creating an unaffected area in the centre. Doing this will reduce the width of the band of affected ground at the same time. Thus if the ring is pushed out to a 50Sd radius, a 20Sd radius unaffected area could be made in the centre but the width of the affected band would have been reduced to just 30Sd The chances of anyone within the area being hit by such a spike is 10% on any given round. Anyone hit by a spike will suffer 1D6 damage in normal conditions or 2D6 in freezing. Opponents may dodge or parry the spikes like a weapon attack; they are brittle and may be snapped or smashed. With the exception of the caster, the spikes are indiscriminate, harming both friend and foe alike. While the spell is active the clumps of icy spikes will remain where they appear and will still cause damage to anyone else stumbling into them. Once the spell ends the spikes will begin to quickly thaw and collapse. In icy conditions the spikes may remain indefinitely.",148,"Whilst the spell is active, this causes jumbles of icy spikes to randomly erupt from the ground anywhere in a ring around the caster.",Mu|Ghan|Xama|Eyama|Evu,5,Mu + Ghan + Xama + Eyama + Evu
Mu,Maef,Ghan,Eyama,Chom,,5,instant,20Sd,This spell will dismiss a lesser or greater ice spirit. If cast at a high ice spirit it will cause it to stop its actions for 1R.,149,This spell will dismiss a lesser or greater ice spirit. If cast at a high ice spirit it will cause it to stop its actions for 1R.,Mu|Maef|Ghan|Eyama|Chom,5,Mu + Maef + Ghan + Eyama + Chom
Mu,Maef,Ghan,Ovet,Eyama,,5 ∞,6R,20Sd,Summons a high ice spirit which will erupt from the nearest body of ice or snow within range in the form of a great white dragon. The spirit may be asked by the caster to attack a foe. It may pursue a fleeing opponent and will obey any instructions given by the caster.,149,Summons a high ice spirit which will erupt from the nearest body of ice or snow within range in the form of a great white dragon. The spirit may be asked by the caster to attack a foe.,Mu|Maef|Ghan|Ovet|Eyama,5,Mu + Maef + Ghan + Ovet + Eyama
Mu,Maef,Ghan,Ovet,Eyama,Chom,6,instant,20Sd,"Dismisses a manifest lesser, greater or high ice elemental spirit. ",149,"Dismisses a manifest lesser, greater or high ice elemental spirit.",Mu|Maef|Ghan|Ovet|Eyama|Chom,6,Mu + Maef + Ghan + Ovet + Eyama + Chom
Sarr,Evu,,,,,1,V 1,self,Enables the caster to sense in which direction North lies..,151,Enables the caster to sense in which direction North lies..,Sarr|Evu,2,Sarr + Evu
Sarr,Sen,,,,,1,V 1,20Sd,"Halves the chance of the caster being struck by random electrical discharges, including lightning strikes.",151,"Halves the chance of the caster being struck by random electrical discharges, including lightning strikes.",Sarr|Sen,2,Sarr + Sen
Sarr,Lerru,,,,,2,12R,2Sd,Enables the caster to attract and slowly move small iron or steel items by gesturing with their casting hand up to the range of the spell. Items may even be moved on the other side of another material like wooden boards. Items up to the size/weight of a large knife may be moved in this way. The effect is dependent on the will of the caster and can be switched on or off as desired.,151,Enables the caster to attract and slowly move small iron or steel items by gesturing with their casting hand up to the range of the spell.,Sarr|Lerru,2,Sarr + Lerru
Sarr,Cya,,,,,2,12R,self,Generates dancing sparks across the caster’s fingers giving off an erratic light. A simple touch will cause another person or creature to experience a jolt. If that person fails a VGRx3 roll they will lose their next action in the round. The jolt is enough to make someone wary of being touched again. Such a shock is usually enough to cause most animals to make an INT check or flee. The caster may do this once each round.,151,Generates dancing sparks across the caster’s fingers giving off an erratic light. A simple touch will cause another person or creature to experience a jolt.,Sarr|Cya,2,Sarr + Cya
Sarr,Eyama,,,,,2,V 2,touch,"Summons a spark which will occupy the caster’s clothing and skin, or an object as directed. The spark will cause the caster no harm and may occasionally be seen leaping from place to place about their person. Should anyone touch the caster or object either directly, or with a conductive object like a sword, they will receive a minor shock. The shock will cause 1 point of damage and the victim must make a stun roll.",151,"Summons a spark which will occupy the caster’s clothing and skin, or an object as directed.",Sarr|Eyama,2,Sarr + Eyama
Sarr,Chom,,,,,2,12R,touch,Protects the caster completely from natural lightning strikes and electrical damage. The spell will also halve the chances of being struck by magical lightning. Also should they be struck they will only take half the normal damage and will not be stunned.,151,Protects the caster completely from natural lightning strikes and electrical damage. The spell will also halve the chances of being struck by magical lightning.,Sarr|Chom,2,Sarr + Chom
Sarr,Tira,,,,,2,V 1,touch,"Causes the powers of lightning to enter the nerves making the target become doubly sensitive to pain. A scratch will feel like a cut, a slap like a punch and a toothache unendurable. A spell favoured by interrogators.",152,"Causes the powers of lightning to enter the nerves making the target become doubly sensitive to pain. A scratch will feel like a cut, a slap like a punch and a toothache unendurable.",Sarr|Tira,2,Sarr + Tira
Sarr,Ekat,,,,,2,V 1,touch,"Takes the power of lightning from the recipient’s nerves, dulling any feelings of pain. Whilst the recipient will still be aware that they have pain, it will be bearable whilst the spell is active.",152,"Takes the power of lightning from the recipient’s nerves, dulling any feelings of pain. Whilst the recipient will still be aware that they have pain, it will be bearable whilst the spell is active.",Sarr|Ekat,2,Sarr + Ekat
Sarr,Worav,,,,,2,12R,Self,This spell enables the caster to embrace the spirit of lightning speeding up their hand eye coordination considerably. This will effectively add +4 to their DFT for the duration of the spell.,152,This spell enables the caster to embrace the spirit of lightning speeding up their hand eye coordination considerably. This will effectively add +4 to their DFT for the duration of the spell.,Sarr|Worav,2,Sarr + Worav
Sarr,Xama,,,,,2,12R,touch,"If cast upon any metal headed or bladed weapon (including missile weapons) the weapon will gain a small electrical charge. A target hit by the weapon will receive a small shock and must make a stun roll. Such damage ignores armour (apart from full plate), and will also discharge through a metal parrying weapon like a sword or shield. The jolt will require any creatures of animal intelligence to make an INT check to avoid fleeing or selecting a different opponent.",152,If cast upon any metal headed or bladed weapon (including missile weapons) the weapon will gain a small electrical charge.,Sarr|Xama,2,Sarr + Xama
Sarr,Gis,,,,,2,V 2,20Sd,"Creates a field of energy about the caster that will cause a spark to jump to anyone or anything that gets close to touching. The spark will have no more effect on a human than shocking them a little, but will stun a creature the size of a rat or smaller and will zap small insects. The spell will also prevent any lint or dust from settling on the caster’s clothing.",152,Creates a field of energy about the caster that will cause a spark to jump to anyone or anything that gets close to touching.,Sarr|Gis,2,Sarr + Gis
Sarr,Hust,,,,,2,V 1,self,A spell that allows the enchanter to cause a thunderclap to sound by clapping their hands together. This may be done as many times as the caster wishes whilst the spell is still in effect.,152,A spell that allows the enchanter to cause a thunderclap to sound by clapping their hands together. This may be done as many times as the caster wishes whilst the spell is still in effect.,Sarr|Hust,2,Sarr + Hust
Sarr,Lerru,Evu,,,,3,12R,touch,"Enables the caster to attract iron or steel items from up to 4Sd with a STR equivalent to their Key. Smaller, lighter items may fly through the air to the caster’s hand. Larger items may be dragged or simply toppled.",153,"Enables the caster to attract iron or steel items from up to 4Sd with a STR equivalent to their Key. Smaller, lighter items may fly through the air to the caster’s hand.",Sarr|Lerru|Evu,3,Sarr + Lerru + Evu
Sarr,Cya,Evu,,,,3,12R,self,Generates wild sparks from the caster’s hands. The caster may touch someone once each round giving them a stun even through metal armour. Anyone else they touch in that same round will still receive an unpleasant jolt. The caster may also try use such sparks to restart a heart that has stopped (recently). Such sparks will ignite explosive gases or readily flammable substances.,153,Generates wild sparks from the caster’s hands. The caster may touch someone once each round giving them a stun even through metal armour.,Sarr|Cya|Evu,3,Sarr + Cya + Evu
Sarr,Worav,Evu,,,,3,V 1,Self,This spell enables them to share more completely with the forces of lightning allowing them their hand eye coordination to reach extraordinary levels. This in effectively will give them +8 DFT for the duration of the spell.,153,This spell enables them to share more completely with the forces of lightning allowing them their hand eye coordination to reach extraordinary levels.,Sarr|Worav|Evu,3,Sarr + Worav + Evu
Sarr,Xama,Lerru,,,,3,12R,touch,"When cast upon any metal headed or bladed weapon (not missile weapons), the weapon will gain +2 lightning damage each round, for up to 6 rounds. If the weapon hits on any round then all pluses that it has gained will be discharged upon the target and the weapon will begin to charge again from +2. Thus if the weapon did not hit until 6R after the spell was cast, it could cause +12 damage. Such damage ignores armour (apart from full plate), and will also discharge down a metal parrying weapon like a sword. Once hit by such a weapon the target must make a stun roll. If the weapon does not hit after 6R the charge it has will remain at its current level for a further 1R after which it will simply discharge to the ground.",153,"When cast upon any metal headed or bladed weapon (not missile weapons), the weapon will gain +2 lightning damage each round, for up to 6 rounds.",Sarr|Xama|Lerru,3,Sarr + Xama + Lerru
Sarr,Xama,Eyama,,,,3,12R,touch,"Allows the caster to shoot a lightning bolt from their casting hand once every two rounds whilst the spell is in effect. The bolt has a range of 3Sd and an accuracy of 50%. Even if it misses the intended target there is still a 50% chance that it will hit anyone stood 1Sd either side, otherwise it simply strikes the ground. The bolt will cause 1D10 damage +1 for every level of the caster, the target must also roll for a stun. The bolt will ignore most armour and cause damage somewhere on the target’s body although full plate will provide normal protection. NB the bolt can also be used to ignite reasonably flammable material like oil or hay.",153,Allows the caster to shoot a lightning bolt from their casting hand once every two rounds whilst the spell is in effect. The bolt has a range of 3Sd and an accuracy of 50%.,Sarr|Xama|Eyama,3,Sarr + Xama + Eyama
Sarr,Xama,Cya,,,,3 ∞,see spell,touch,"Allows the caster to set a Sarr glyph upon an object. Once placed the spell will remain dormant until a human sized creature comes within 4Sd of the object. Once this occurs tiny sparks will begin to arc across the object’s surface charging up the glyph. This process will take 1D4 rounds, after which the glyph will discharge a single bolt of lightning at a random creature in the 4Sd range (the caster excepted), The bolt will cause 1D20 points of damage and will, ignore all but plate armour the target must roll for a stun.",154,Allows the caster to set a Sarr glyph upon an object. Once placed the spell will remain dormant until a human sized creature comes within 4Sd of the object.,Sarr|Xama|Cya,3,Sarr + Xama + Cya
Sarr,Gis,Cya,,,,3,12R see,spell,Creates a crackling shield of energy just in front of the caster. The shield will not stop a physical attack from a weapon but will cause a shock to anyone attempting to hit the caster through it. The shock will travel down any handheld or natural weapons and cause 1D6 damage that ignores armour as well as a stun effect for the remainder of the round.,154,Creates a crackling shield of energy just in front of the caster. The shield will not stop a physical attack from a weapon but will cause a shock to anyone attempting to hit the caster through it.,Sarr|Gis|Cya,3,Sarr + Gis + Cya
Sarr,Gis,Eyama,,,,3,V 1,20Sd,Generates a glowing blue sphere about any chosen point within range. The sphere will have a diameter of 1Sd per level of the caster. Alternatively the spell can be set to operate as a barrier between any two parallel objects with a gap and height up to 2Sd per level of the caster. Anyone passing in or out of the sphere or barrier will receive 1D4 electrical damage for each level of the caster and must also roll for a stun. The damage ignores armour (except full plate). Anyone within the sphere will be unaffected unless they attempt to leave.,154,Generates a glowing blue sphere about any chosen point within range. The sphere will have a diameter of 1Sd per level of the caster.,Sarr|Gis|Eyama,3,Sarr + Gis + Eyama
Sarr,Gis,Chom,,,,3,V 2,20Sd,"Offers the recipient a triggered defence against lighting for the duration of the spell. Should the target be struck by damaging lightning, magical or natural, the spell will be triggered, giving the target complete immunity from being struck by lightning for 6R. Once the spell has been triggered it will need to be re-cast to gain further protection.",154,Offers the recipient a triggered defence against lighting for the duration of the spell.,Sarr|Gis|Chom,3,Sarr + Gis + Chom
Sarr,Eja,Cya,,,,3 ∞,V 2,20Sd,"Will create an illusion of dancing shafts of lightning. The caster may create the lightning anywhere in range from just the size of a spark up to an area up to 4Sd across. The lightning is are merely illusory, will give off no heat and will not burn or shock anything it touches. The lightning will, however provide a flickering illumination in keeping with the size of the illusion.",154,Will create an illusion of dancing shafts of lightning. The caster may create the lightning anywhere in range from just the size of a spark up to an area up to 4Sd across.,Sarr|Eja|Cya,3,Sarr + Eja + Cya
Sarr,Teshet,Cya,,,,3,12R,touch,Enables the caster to magnetise a large iron or steel item. The bigger the item the better. Once magnetised it will attract any smaller iron or steel items to it with a strength of 20 at 1Sd dropping by 2 for every further Sd from the magnetised item. Thus the item would attract with a STR of 10 at 5Sd distance. The caster and their accoutrements may also be affected.,155,Enables the caster to magnetise a large iron or steel item. The bigger the item the better.,Sarr|Teshet|Cya,3,Sarr + Teshet + Cya
Sarr,Maef,Eyama,,,,3,V 2,20Sd,"Summons a lesser lightning spirit. The spirit will manifest as a glowing ball of energy occasionally giving off long flickering sparks. Such a spirit may be directed to provide illumination up to 3Sd or to hinder the progress of a creature by blocking its path, should anyone come within 1Sd of the ball they have an 80% chance of being struck by one of the discharges whereupon they must roll for a stun.",155,Summons a lesser lightning spirit. The spirit will manifest as a glowing ball of energy occasionally giving off long flickering sparks.,Sarr|Maef|Eyama,3,Sarr + Maef + Eyama
Sarr,Maef,Gis,,,,3,12R,self,Wards the caster from direct attacks by Sarr magic and Lightning spirits. The spell will give complete protection from any 3 glyph Sarr spells and attacks by manifest lesser Lightning elementals for the duration of the spell. It will protect from 4 glyph Sarr spells and attacks by greater Lightning elementals for 1R before being dispelled. It will be dispelled without affecting any 5 glyph spells or the attack of an Lightning drake.,155,Wards the caster from direct attacks by Sarr magic and Lightning spirits.,Sarr|Maef|Gis,3,Sarr + Maef + Gis
Sarr,Maef,Eja,,,,3 ∞,V 2,touch,"Creates a compass that will point only in the direction a particular person, object or place. The spell requires an iron needle and a small sample of material from the person, object or place such as hair, a splinter of wood or a chip of stone. When cast the material and the needle are fused together on the caster’s palm in a flash of bright light. Once the spell ends, all the material on the needle will have been consumed and more will be needed if the spell is to be re-cast.",155,"Creates a compass that will point only in the direction a particular person, object or place.",Sarr|Maef|Eja,3,Sarr + Maef + Eja
Sarr,Maef,Hust,,,,3,12R,touch,"Enables the caster to listen and talk to the spirits of lightning. To do so requires the caster to vigorously rub a piece of amber against some fleece or soft animal pelt. Holding the amber to the ear allows the caster to hear the crackling and buzzing speech of the lighting elementals. Most lighting elementals are very talkative and will likely chat about absolute rubbish for the duration of the spell. If the caster can interrupt long enough to ask a question, the elemental may reply at length, though the information should never be trusted entirely as truthful.",155,Enables the caster to listen and talk to the spirits of lightning. To do so requires the caster to vigorously rub a piece of amber against some fleece or soft animal pelt.,Sarr|Maef|Hust,3,Sarr + Maef + Hust
Sarr,Ghan,Lerru,,,,3,12R,touch,"If the caster holds a metal rod or plate (or other metal implement no larger than 1Sd in length, like a sword) and touches it to another piece of metal this spell allows the caster to channel a spark of lightning from their finger through the metal and into the other. Where the two pieces of metal are making contact they will weld together at that point. This may be repeated once each round whilst the spell is in effect. When the spell ends such welds will remain strong and permanent.",156,"If the caster holds a metal rod or plate (or other metal implement no larger than 1Sd in length, like a sword) and touches it to another piece of metal this spell allows the caster to channel a spa...",Sarr|Ghan|Lerru,3,Sarr + Ghan + Lerru
